district,Month and Year,Homicide Total,Assault (Family) Total,Assault (Non-Family) Total,Stealing of Motor Vehicle,Stealing Total,Property Damage Total,Arson Total,Drug Offences Total,Regulated Weapons Offences
Perth,1/10/2014,0,34,105,25,619,161,1,136,16
Perth,1/11/2014,1,22,107,50,609,138,2,195,29
Perth,1/12/2014,0,39,131,41,607,148,4,192,16
Perth,1/01/2015,0,40,149,40,697,163,5,189,26
Perth,1/02/2015,0,48,126,37,667,162,8,205,25
Perth,1/03/2015,0,29,168,51,755,159,2,137,15
Perth,1/04/2015,1,46,104,47,696,173,5,149,17
Perth,1/05/2015,2,44,129,32,872,197,6,153,31
Perth,1/06/2015,1,49,131,42,951,214,8,150,17
Perth,1/07/2015,1,26,139,49,907,258,3,204,14
Perth,1/08/2015,2,46,129,49,814,173,1,193,19
Perth,1/09/2015,0,54,118,49,696,153,12,341,21
Perth,1/10/2015,0,47,130,51,869,201,2,199,13
Perth,1/11/2015,0,59,155,40,920,193,3,133,23
Perth,1/12/2015,0,50,156,44,871,180,3,163,16
Perth,1/01/2016,1,66,182,53,922,213,4,183,20
Perth,1/02/2016,0,66,152,44,767,189,9,161,33
Perth,1/03/2016,0,62,132,45,736,192,1,286,22
Perth,1/04/2016,0,57,133,44,797,153,3,167,13
Perth,1/05/2016,0,50,103,38,810,154,8,376,35
Perth,1/06/2016,0,53,105,26,701,191,4,262,22
Perth,1/07/2016,2,35,105,49,734,185,5,282,29
Perth,1/08/2016,1,52,93,34,710,150,2,286,31
Perth,1/09/2016,0,40,118,39,726,182,1,349,31
Perth,1/10/2016,0,49,115,34,739,215,8,273,40
Perth,1/11/2016,0,45,136,43,699,185,3,243,32
Perth,1/12/2016,0,54,166,40,708,175,3,273,31
Perth,1/01/2017,2,76,138,43,746,198,4,260,36
Perth,1/02/2017,0,53,144,36,718,184,1,206,20
Perth,1/03/2017,0,58,141,41,827,239,5,234,21
Perth,1/04/2017,2,77,153,39,814,176,4,207,20
Perth,1/05/2017,0,58,148,31,855,196,4,211,21
Perth,1/06/2017,1,32,120,34,752,182,3,326,38
Perth,1/07/2017,0,59,129,33,815,145,2,309,17
Perth,1/08/2017,0,53,174,27,733,127,0,186,18
Perth,1/09/2017,0,60,138,34,736,159,0,250,24
Perth,1/10/2017,0,49,152,28,798,158,1,196,14
Perth,1/11/2017,1,45,164,36,730,133,4,253,34
Perth,1/12/2017,0,54,150,32,788,193,3,298,23
Perth,1/01/2018,0,63,154,35,781,178,2,211,21
Perth,1/02/2018,0,52,150,37,784,155,5,204,23
Perth,1/03/2018,0,68,204,44,820,149,3,268,26
Perth,1/04/2018,1,71,135,39,741,183,2,232,15
Perth,1/05/2018,0,50,113,47,831,126,3,210,13
Perth,1/06/2018,0,39,142,33,785,135,4,218,29
Perth,1/07/2018,0,64,121,42,723,118,3,235,17
Perth,1/08/2018,1,46,146,43,785,134,3,252,15
Perth,1/09/2018,0,40,169,40,740,136,4,226,17
Perth,1/10/2018,0,44,132,34,912,140,3,222,16
Perth,1/11/2018,0,40,159,43,843,144,1,255,20
Perth,1/12/2018,0,57,210,42,818,157,2,242,13
Perth,1/01/2019,0,77,156,39,775,139,2,223,22
Perth,1/02/2019,1,58,152,31,778,138,2,215,14
Perth,1/03/2019,0,46,168,30,805,150,2,238,17
Perth,1/04/2019,0,48,125,46,833,118,11,174,11
Perth,1/05/2019,1,55,132,43,902,125,5,228,15
Perth,1/06/2019,0,66,144,34,775,122,2,201,15
Perth,1/07/2019,1,44,130,36,876,165,4,229,14
Perth,1/08/2019,1,46,153,35,881,154,2,217,19
Perth,1/09/2019,0,45,152,49,834,134,4,153,19
Perth,1/10/2019,0,48,146,44,965,136,5,187,20
Perth,1/11/2019,1,52,150,29,881,142,2,232,15
Perth,1/12/2019,1,63,169,27,968,128,6,515,23
Perth,1/01/2020,0,64,154,50,1045,146,0,328,17
Perth,1/02/2020,0,67,143,36,920,137,1,210,8
Perth,1/03/2020,0,74,121,23,875,139,7,277,12
Perth,1/04/2020,0,69,57,9,464,92,2,328,14
Perth,1/05/2020,0,65,95,10,410,118,9,348,22
Perth,1/06/2020,1,78,91,31,488,144,3,299,30
Perth,1/07/2020,1,65,174,23,623,128,2,213,21
Perth,1/08/2020,0,86,226,14,459,141,2,232,27
Perth,1/09/2020,0,77,155,16,500,137,3,214,13
Perth,1/10/2020,1,73,151,29,569,139,6,215,22
Perth,1/11/2020,0,70,159,26,580,133,3,167,9
Perth,1/12/2020,0,100,179,34,681,157,4,239,21
Perth,1/01/2021,1,89,187,36,801,193,7,256,29
Perth,1/02/2021,0,88,135,31,608,127,4,232,18
Perth,1/03/2021,0,88,166,39,721,130,5,195,24
Perth,1/04/2021,0,78,139,34,573,108,1,201,28
Perth,1/05/2021,0,85,152,34,731,114,0,207,16
Perth,1/06/2021,0,55,180,27,737,145,4,175,17
Perth,1/07/2021,0,83,172,47,732,149,0,150,11
Perth,1/08/2021,1,83,180,26,722,158,2,148,14
Perth,1/09/2021,3,90,212,40,670,108,5,141,9
Perth,1/10/2021,0,78,215,29,673,159,1,170,20
Perth,1/11/2021,2,84,184,46,643,124,5,127,15
Perth,1/12/2021,0,104,202,33,612,161,3,156,16
Perth,1/01/2022,0,90,147,30,572,141,5,197,24
Perth,1/02/2022,0,63,124,29,584,109,4,128,18
Perth,1/03/2022,0,60,119,27,634,123,3,213,22
Perth,1/04/2022,0,86,141,23,606,121,4,216,17
Perth,1/05/2022,0,73,152,31,655,122,0,209,35
Perth,1/06/2022,0,82,156,26,687,106,1,222,18
Perth,1/07/2022,0,96,194,37,621,122,2,214,23
Perth,1/08/2022,1,69,174,37,643,129,3,238,27
Perth,1/09/2022,0,103,143,27,755,141,0,239,27
Perth,1/10/2022,0,104,167,29,768,142,0,198,21
Perth,1/11/2022,1,101,200,31,811,156,2,248,21
Perth,1/12/2022,0,129,180,37,802,122,5,252,16
South West,1/01/2007,3,70,54,58,619,364,13,125,12
South West,1/02/2007,1,57,78,42,542,308,13,96,8
South West,1/03/2007,2,65,113,62,583,357,7,110,15
South West,1/04/2007,0,53,89,42,531,350,5,103,23
South West,1/05/2007,1,43,76,50,595,345,16,184,21
South West,1/06/2007,0,47,111,42,557,318,8,192,18
South West,1/07/2007,0,49,73,55,584,333,11,169,12
South West,1/08/2007,2,55,77,54,644,351,5,141,10
South West,1/09/2007,2,67,99,58,600,322,6,129,11
South West,1/10/2007,0,57,73,64,641,353,5,108,16
South West,1/11/2007,2,87,100,71,530,343,10,96,10
South West,1/12/2007,1,60,104,52,582,362,18,100,17
South West,1/01/2008,0,68,75,64,617,414,19,81,14
South West,1/02/2008,0,81,100,70,599,360,10,77,9
South West,1/03/2008,0,65,84,63,715,386,14,84,19
South West,1/04/2008,0,53,49,50,658,316,9,133,27
South West,1/05/2008,0,65,123,54,672,334,10,159,8
South West,1/06/2008,2,38,85,61,673,354,5,150,14
South West,1/07/2008,0,41,49,51,714,408,11,106,10
South West,1/08/2008,0,31,99,58,677,332,11,131,19
South West,1/09/2008,1,40,102,65,809,423,9,116,22
South West,1/10/2008,2,43,118,48,692,353,10,187,25
South West,1/11/2008,1,41,104,89,689,409,7,91,8
South West,1/12/2008,0,40,94,60,628,346,14,128,12
South West,1/01/2009,0,47,96,77,762,407,8,104,11
South West,1/02/2009,1,43,78,43,631,331,13,107,18
South West,1/03/2009,0,31,114,57,624,376,14,126,18
South West,1/04/2009,2,30,84,66,563,355,28,158,16
South West,1/05/2009,0,41,91,55,585,377,9,141,15
South West,1/06/2009,0,57,75,46,602,328,6,114,13
South West,1/07/2009,0,54,53,44,559,310,10,189,39
South West,1/08/2009,0,42,100,65,498,286,8,123,17
South West,1/09/2009,2,41,86,49,492,304,14,133,23
South West,1/10/2009,4,49,94,55,613,314,22,117,20
South West,1/11/2009,2,53,107,46,539,328,16,113,14
South West,1/12/2009,0,63,76,42,570,300,22,127,17
South West,1/01/2010,0,58,74,68,582,292,7,91,15
South West,1/02/2010,1,38,88,66,612,261,7,104,19
South West,1/03/2010,0,57,96,56,546,288,4,112,18
South West,1/04/2010,0,34,75,48,491,236,5,115,19
South West,1/05/2010,0,38,80,44,514,250,5,116,19
South West,1/06/2010,0,45,66,35,455,239,4,123,7
South West,1/07/2010,0,39,62,49,492,238,11,92,9
South West,1/08/2010,0,27,71,49,481,249,16,83,2
South West,1/09/2010,0,51,97,46,562,310,4,101,22
South West,1/10/2010,0,91,98,44,508,318,16,83,20
South West,1/11/2010,2,65,75,38,548,253,6,94,11
South West,1/12/2010,1,80,80,67,525,343,9,80,10
South West,1/01/2011,0,74,98,94,628,353,11,78,17
South West,1/02/2011,0,78,94,68,577,277,12,76,13
South West,1/03/2011,1,86,115,72,693,294,17,124,25
South West,1/04/2011,2,84,96,58,619,276,10,95,16
South West,1/05/2011,0,74,75,57,610,290,6,114,16
South West,1/06/2011,1,74,78,56,612,290,3,95,9
South West,1/07/2011,0,95,72,69,663,231,6,103,11
South West,1/08/2011,0,68,102,79,685,265,6,124,35
South West,1/09/2011,0,76,75,63,769,235,14,130,29
South West,1/10/2011,0,90,101,78,675,270,12,85,16
South West,1/11/2011,0,99,91,56,691,270,11,118,13
South West,1/12/2011,3,158,89,75,711,315,8,78,19
South West,1/01/2012,0,174,106,93,763,348,26,153,32
South West,1/02/2012,0,119,101,69,760,316,12,86,19
South West,1/03/2012,2,101,117,56,659,283,18,110,13
South West,1/04/2012,0,103,100,61,714,285,9,136,33
South West,1/05/2012,0,107,83,66,766,288,7,91,10
South West,1/06/2012,1,98,82,66,657,269,9,111,15
South West,1/07/2012,2,109,66,74,722,279,7,137,40
South West,1/08/2012,1,83,112,80,751,254,6,144,17
South West,1/09/2012,1,119,68,88,658,273,10,124,24
South West,1/10/2012,1,105,88,95,695,307,6,137,21
South West,1/11/2012,0,118,108,74,723,271,5,158,20
South West,1/12/2012,0,139,101,78,624,266,13,102,13
South West,1/01/2013,1,139,104,75,732,348,10,121,27
South West,1/02/2013,2,106,86,74,594,297,11,107,66
South West,1/03/2013,0,128,103,93,710,305,8,166,59
South West,1/04/2013,1,120,68,58,672,245,6,115,20
South West,1/05/2013,2,93,69,56,730,239,6,109,18
South West,1/06/2013,1,109,62,71,610,223,3,114,19
South West,1/07/2013,1,94,75,62,529,239,15,149,25
South West,1/08/2013,0,93,83,68,663,245,12,96,22
South West,1/09/2013,0,81,65,55,513,229,12,109,16
South West,1/10/2013,1,94,81,68,656,231,5,100,25
South West,1/11/2013,1,112,102,67,654,260,6,114,22
South West,1/12/2013,5,142,66,67,617,225,9,128,14
South West,1/01/2014,0,112,75,71,714,253,18,87,21
South West,1/02/2014,0,132,88,53,645,216,11,160,24
South West,1/03/2014,0,108,71,71,707,247,7,242,44
South West,1/04/2014,0,103,72,78,620,207,6,178,38
South West,1/05/2014,1,69,50,48,654,187,13,251,27
South West,1/06/2014,0,84,54,53,749,197,4,122,22
South West,1/07/2014,0,103,60,56,723,219,16,185,14
South West,1/08/2014,0,106,63,51,664,237,11,191,37
South West,1/09/2014,3,72,64,59,689,248,18,180,23
South West,1/10/2014,0,80,72,67,872,263,13,159,37
South West,1/11/2014,0,110,77,66,776,234,14,171,32
South West,1/12/2014,0,117,69,64,783,260,23,196,38
South West,1/01/2015,0,97,74,60,796,316,14,185,26
South West,1/02/2015,1,108,79,66,696,217,12,196,41
South West,1/03/2015,1,125,91,66,787,220,10,176,31
South West,1/04/2015,0,136,58,61,802,228,11,204,31
South West,1/05/2015,0,134,49,69,676,256,6,324,46
South West,1/06/2015,0,136,71,92,807,245,7,337,75
South West,1/07/2015,0,121,74,65,788,236,7,330,38
South West,1/08/2015,2,170,74,75,753,234,15,312,33
South West,1/09/2015,1,162,54,78,721,234,5,328,50
South West,1/10/2015,1,129,67,74,849,232,11,306,31
South West,1/11/2015,0,197,74,63,753,254,8,310,36
South West,1/12/2015,0,192,83,90,673,261,17,273,28
South West,1/01/2016,1,215,76,87,738,232,7,272,26
South West,1/02/2016,1,174,88,79,733,249,5,429,40
South West,1/03/2016,0,231,88,91,691,216,12,372,86
South West,1/04/2016,2,168,58,75,799,257,8,401,40
South West,1/05/2016,1,200,58,73,738,246,6,322,54
South West,1/06/2016,0,124,85,69,774,203,4,292,38
South West,1/07/2016,0,178,58,48,624,214,4,355,40
South West,1/08/2016,1,122,78,61,672,234,4,365,41
South West,1/09/2016,4,148,72,69,632,220,16,361,42
South West,1/10/2016,3,124,66,58,703,229,5,270,37
South West,1/11/2016,0,107,74,78,818,243,7,398,47
South West,1/12/2016,4,140,79,55,650,233,19,297,43
South West,1/01/2017,2,112,73,66,753,231,4,202,29
South West,1/02/2017,0,122,68,53,702,187,11,250,29
South West,1/03/2017,0,103,80,60,713,243,7,308,43
South West,1/04/2017,0,120,65,40,664,189,6,302,60
South West,1/05/2017,0,114,62,76,777,190,3,304,26
South West,1/06/2017,0,103,79,71,652,178,13,259,32
South West,1/07/2017,0,102,49,34,544,161,3,232,27
South West,1/08/2017,0,97,74,39,596,161,4,326,68
South West,1/09/2017,1,91,68,40,560,193,5,276,43
South West,1/10/2017,0,91,60,39,606,177,5,216,17
South West,1/11/2017,1,115,79,46,638,191,7,327,39
South West,1/12/2017,1,125,83,59,646,198,19,207,19
South West,1/01/2018,1,135,66,52,700,180,8,283,25
South West,1/02/2018,0,115,77,56,641,169,12,257,31
South West,1/03/2018,0,100,82,64,684,199,5,346,31
South West,1/04/2018,0,110,71,39,589,168,7,272,35
South West,1/05/2018,0,72,74,43,676,161,3,367,29
South West,1/06/2018,0,115,73,42,633,166,4,293,36
South West,1/07/2018,0,108,58,35,664,156,3,307,30
South West,1/08/2018,0,112,66,46,688,171,7,298,46
South West,1/09/2018,0,98,81,51,628,198,5,306,42
South West,1/10/2018,1,99,72,55,676,198,6,275,58
South West,1/11/2018,0,110,73,69,680,202,8,239,31
South West,1/12/2018,2,116,74,46,626,192,6,233,26
South West,1/01/2019,0,140,66,60,767,208,14,202,34
South West,1/02/2019,0,121,69,43,629,175,6,237,39
South West,1/03/2019,0,121,84,46,646,198,7,242,38
South West,1/04/2019,0,105,70,65,626,183,20,228,38
South West,1/05/2019,2,114,84,50,848,168,5,263,37
South West,1/06/2019,0,83,62,63,625,138,5,231,54
South West,1/07/2019,0,91,50,47,645,141,5,281,30
South West,1/08/2019,0,89,68,45,720,177,9,330,33
South West,1/09/2019,0,119,68,61,690,189,7,287,22
South West,1/10/2019,0,118,66,44,735,204,9,355,34
South West,1/11/2019,1,103,71,45,643,178,9,297,27
South West,1/12/2019,0,145,67,52,654,208,8,265,48
South West,1/01/2020,0,120,77,56,725,212,17,198,35
South West,1/02/2020,0,155,82,46,703,187,6,203,44
South West,1/03/2020,1,139,51,39,600,208,12,253,25
South West,1/04/2020,2,147,59,30,405,194,8,331,21
South West,1/05/2020,0,100,58,21,378,159,6,358,41
South West,1/06/2020,1,113,71,30,341,174,7,312,23
South West,1/07/2020,1,129,74,24,327,126,8,298,59
South West,1/08/2020,0,115,85,27,307,143,3,302,34
South West,1/09/2020,4,108,122,31,343,167,6,283,41
South West,1/10/2020,0,122,85,39,399,160,2,238,40
South West,1/11/2020,1,140,69,25,338,164,7,218,27
South West,1/12/2020,1,158,65,42,362,201,5,205,25
South West,1/01/2021,3,164,65,39,446,205,5,235,32
South West,1/02/2021,0,150,76,40,399,136,3,193,29
South West,1/03/2021,2,150,85,38,418,175,7,276,36
South West,1/04/2021,2,119,89,33,359,137,4,213,14
South West,1/05/2021,1,147,73,44,453,191,4,255,29
South West,1/06/2021,1,158,81,30,383,171,5,239,18
South West,1/07/2021,0,149,100,39,352,204,3,220,40
South West,1/08/2021,0,121,94,20,420,193,5,184,30
South West,1/09/2021,1,143,84,19,386,168,2,160,12
South West,1/10/2021,0,137,76,28,470,187,8,204,22
South West,1/11/2021,1,139,76,40,437,168,5,232,23
South West,1/12/2021,0,146,108,23,429,194,22,198,30
South West,1/01/2022,3,152,72,38,500,202,9,165,9
South West,1/02/2022,0,100,81,37,411,146,7,129,24
South West,1/03/2022,1,127,89,37,411,163,13,154,21
South West,1/04/2022,0,94,83,34,398,151,4,143,21
South West,1/05/2022,1,102,85,38,483,139,3,120,22
South West,1/06/2022,0,128,87,42,442,120,0,177,20
South West,1/07/2022,3,145,55,26,443,147,5,126,17
South West,1/08/2022,1,134,83,44,439,154,5,173,18
South West,1/09/2022,3,131,101,30,491,205,1,173,23
South West,1/10/2022,0,133,98,27,476,186,3,120,33
South West,1/11/2022,0,143,90,50,516,215,3,180,16
South West,1/12/2022,2,162,88,44,448,201,7,131,21
